,acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,reference,art,geog,buyer,training
47534,57535,F,NJ,7726,772,7,7,15,264,279,1,1,0,0,0,0,0,0,no,0
47535,57536,F,NY,10552,105,65,25,89,97,186,7,0,0,1,1,1,1,3,no,0
47536,57537,F,NY,11787,117,23,13,47,182,229,4,2,0,1,0,0,0,1,no,0
47537,57538,F,NY,10466,104,23,15,33,90,123,3,1,0,2,0,0,0,0,no,0
47538,57539,F,NY,10462,104,11,7,25,296,321,2,1,0,1,0,0,0,0,no,1
47539,57540,F,NJ,8738,873,5,5,15,140,155,1,0,0,1,0,0,0,0,no,1
47540,57541,F,CT,6497,649,21,17,29,41,70,2,0,0,0,0,1,0,1,no,1
47541,57542,M,PA,15931,159,69,27,125,123,248,11,0,3,3,2,1,0,2,no,0
47542,57543,F,NY,10458,104,11,7,25,219,244,2,1,0,1,0,0,0,0,no,1
47543,57544,M,NY,14174,141,13,13,15,150,165,1,0,0,0,0,0,0,1,no,0
47544,57545,F,PA,19130,191,11,7,27,133,160,2,0,0,0,0,2,0,0,no,1
47545,57546,M,NJ,8823,882,71,13,113,299,412,10,4,0,2,2,1,1,0,no,1
47546,57547,F,NY,11203,112,7,7,15,61,76,1,1,0,0,0,0,0,0,no,1
47547,57548,F,NY,10002,100,13,13,15,80,95,1,1,0,0,0,0,0,0,no,1
47548,57549,F,NY,11980,119,29,29,15,276,291,1,0,0,0,0,1,0,0,no,1
47549,57550,F,CT,6071,607,13,13,15,81,96,1,0,1,0,0,0,0,0,no,0
47550,57551,M,PA,18940,189,29,21,23,50,73,2,2,0,0,0,0,0,0,no,1
47551,57552,F,NJ,7083,708,17,9,27,205,232,2,0,0,1,0,1,0,0,no,0
47552,57553,M,NY,10598,105,37,3,129,71,200,12,4,2,2,0,1,2,1,yes,1
47553,57554,F,ME,4240,424,5,5,15,55,70,1,0,0,1,0,0,0,0,no,1
47554,57555,F,NY,10469,104,21,21,15,292,307,1,0,0,0,0,0,1,0,no,1
47555,57556,F,MD,20707,207,13,13,15,46,61,1,1,0,0,0,0,0,0,no,1
47556,57557,M,MA,2154,215,11,11,15,299,314,1,0,0,0,1,0,0,0,no,1
47557,57558,F,PA,18249,182,19,15,29,151,180,2,0,0,0,0,0,1,1,no,1
47558,57559,F,NY,11218,112,3,3,15,291,306,1,0,0,0,0,0,0,1,yes,1
47559,57560,M,NY,14086,140,15,11,28,20,48,2,1,0,0,0,0,1,0,no,1
47560,57561,F,NY,11432,114,7,1,27,135,162,2,1,0,0,0,1,0,0,no,1
47561,57562,F,PA,19602,196,19,13,38,131,169,3,0,2,0,0,0,0,1,no,0
47562,57563,F,NH,3063,306,51,15,78,220,298,7,0,1,5,0,0,0,1,no,0
47563,57564,M,MA,2194,219,33,1,109,294,403,10,4,0,4,1,0,0,1,no,0
47564,57565,F,CT,6517,651,39,1,88,316,404,8,3,0,3,2,0,0,0,no,1
47565,57566,F,NY,11965,119,9,9,15,213,228,1,0,0,1,0,0,0,0,no,1
47566,57567,F,MA,2124,212,53,11,79,275,354,7,2,1,1,1,0,2,0,yes,1
47567,57568,F,NY,10994,109,13,13,15,189,204,1,0,0,1,0,0,0,0,yes,1
47568,57569,F,PA,18062,180,15,15,15,282,297,1,0,0,0,0,0,0,1,no,0
47569,57570,M,NJ,8629,862,33,29,29,109,138,2,0,0,1,0,0,0,1,no,1
47570,57571,M,MA,1940,194,67,19,134,124,258,12,3,3,3,0,0,2,1,no,0
47571,57572,F,PA,19454,194,13,9,28,245,273,2,0,0,1,0,0,1,0,no,0
47572,57573,F,NY,10598,105,33,31,23,124,147,2,2,0,0,0,0,0,0,no,1
47573,57574,F,PA,17013,170,1,1,15,164,179,1,1,0,0,0,0,0,0,no,0
47574,57575,F,NY,10021,100,33,25,29,226,255,2,0,1,0,0,0,0,1,no,1
47575,57576,F,CT,6281,628,9,9,15,131,146,1,0,0,0,0,1,0,0,no,1
47576,57577,M,NY,10530,105,53,31,59,157,216,5,0,1,2,1,0,0,1,no,1
47577,57578,F,NY,11878,118,27,17,33,307,340,3,1,0,1,0,1,0,0,no,1
47578,57579,M,MA,2186,218,25,15,58,234,292,5,1,0,2,1,0,0,1,no,1
47579,57580,M,NJ,7093,709,9,1,25,270,295,2,0,0,2,0,0,0,0,no,1
47580,57581,F,MD,20904,209,9,9,15,291,306,1,1,0,0,0,0,0,0,yes,1
47581,57582,F,NY,10553,105,11,11,15,6,21,1,1,0,0,0,0,0,0,no,1
47582,57583,M,PA,19135,191,37,3,77,221,298,7,3,0,2,0,0,2,0,yes,1
47583,57584,F,PA,17821,178,31,15,43,81,124,4,2,0,2,0,0,0,0,no,0
47584,57585,F,NJ,8882,888,1,1,15,27,42,1,0,0,0,0,0,0,1,no,0
47585,57586,F,NY,12302,123,17,17,15,153,168,1,0,0,0,0,1,0,0,no,1
47586,57587,F,MA,1970,197,9,9,15,104,119,1,0,0,0,0,0,0,1,no,1
47587,57588,F,NJ,8723,872,11,11,15,81,96,1,0,0,1,0,0,0,0,no,1
47588,57589,F,NY,11590,115,37,11,79,317,396,7,2,0,2,0,0,0,3,no,1
47589,57590,M,NJ,7030,703,57,11,127,334,461,11,5,0,2,0,0,3,1,yes,0
47590,57591,M,MA,2189,218,13,11,28,48,76,2,0,0,0,1,0,1,0,no,1
47591,57592,F,CT,6478,647,7,7,15,194,209,1,1,0,0,0,0,0,0,no,0
47592,57593,F,CT,6811,681,3,3,15,14,29,1,0,0,1,0,0,0,0,no,1
47593,57594,M,NY,11356,113,23,1,65,105,170,5,1,0,0,1,1,1,1,yes,1
47594,57595,F,NY,10930,109,1,1,15,271,286,1,0,0,0,0,1,0,0,no,1
47595,57596,M,CT,6611,661,51,29,125,259,384,11,1,2,2,2,2,1,1,no,0
47596,57597,M,MA,2720,272,23,15,39,230,269,3,0,0,1,1,0,0,1,no,1
47597,57598,M,MA,2324,232,47,7,78,174,252,7,3,1,0,1,0,1,1,yes,1
47598,57599,F,NY,11710,117,3,1,26,258,284,2,0,1,0,1,0,0,0,no,1
47599,57600,F,CT,6410,641,11,11,15,252,267,1,0,0,1,0,0,0,0,no,1
47600,57601,F,NJ,8619,861,21,15,26,222,248,2,1,0,0,1,0,0,0,no,0
47601,57602,F,PA,19044,190,11,11,15,292,307,1,1,0,0,0,0,0,0,no,0
47602,57603,M,NY,13322,133,29,11,62,101,163,6,3,1,0,2,0,0,0,no,1
47603,57604,F,MA,2210,221,9,9,15,57,72,1,0,0,0,1,0,0,0,no,1
47604,57605,M,NY,11212,112,51,11,105,160,265,9,2,1,0,2,2,1,1,no,1
47605,57606,F,MD,21122,211,9,1,29,80,109,2,1,0,0,0,0,0,1,no,0
47606,57607,M,NH,3051,305,15,15,15,297,312,1,0,0,0,1,0,0,0,no,1
47607,57608,F,MA,2062,206,19,13,26,228,254,2,1,0,0,1,0,0,0,no,1
47608,57609,F,PA,19120,191,51,15,81,203,284,7,1,1,0,3,0,1,1,no,0
47609,57610,M,NY,11572,115,25,7,51,281,332,4,1,0,1,0,1,0,1,no,0
47610,57611,F,NJ,8054,805,13,13,15,10,25,1,0,0,0,0,0,0,1,no,0
47611,57612,F,NJ,7722,772,61,11,140,72,212,12,1,2,1,1,2,2,3,no,1
47612,57613,F,NY,11570,115,51,15,110,74,184,9,1,0,2,1,0,1,4,yes,1
47613,57614,F,NY,13027,130,47,9,94,267,361,8,2,1,0,1,0,0,4,yes,1
47614,57615,F,NJ,8109,810,63,15,134,192,326,12,3,1,4,1,1,2,0,no,1
47615,57616,F,NY,11746,117,21,19,29,16,45,2,0,0,0,0,0,1,1,no,1
47616,57617,F,NJ,7410,741,41,5,102,118,220,9,0,2,3,2,0,1,1,no,1
47617,57618,M,PA,18042,180,77,13,123,195,318,11,2,0,5,2,1,1,0,no,1
47618,57619,F,NJ,7016,701,7,1,25,278,303,2,1,0,1,0,0,0,0,no,1
47619,57620,F,MA,2324,232,9,9,15,217,232,1,1,0,0,0,0,0,0,no,1
47620,57621,M,NJ,7757,775,29,15,61,166,227,5,1,1,1,0,0,1,1,no,0
47621,57622,F,PA,15650,156,29,27,28,243,271,2,0,0,1,0,0,1,0,no,0
47622,57623,M,MA,2178,217,23,15,27,94,121,2,0,0,1,0,1,0,0,no,1
47623,57624,F,NY,10901,109,55,1,108,251,359,10,3,0,3,2,1,1,0,yes,1
47624,57625,F,MA,2647,264,51,11,86,319,405,8,2,2,2,1,0,0,1,no,1
47625,57626,F,VI,823,823,27,23,29,257,286,2,0,0,1,0,0,0,1,no,1
47626,57627,F,PA,19015,190,73,33,85,125,210,7,0,0,3,1,1,1,1,no,0
47627,57628,F,MA,2345,234,17,15,29,33,62,2,0,0,0,1,0,0,1,no,1
47628,57629,F,DC,20011,200,55,35,66,24,90,6,1,1,2,0,2,0,0,no,1
47629,57630,F,NY,11385,113,11,5,27,48,75,2,0,0,1,0,1,0,0,no,1
47630,57631,F,MA,2540,254,9,9,15,20,35,1,1,0,0,0,0,0,0,no,1
47631,57632,M,NY,11706,117,45,1,92,289,381,8,1,0,4,1,0,0,2,no,1
47632,57633,F,NJ,8096,809,49,15,87,35,122,7,0,1,2,0,1,1,2,no,1
47633,57634,M,CT,6111,611,31,3,62,92,154,5,1,0,0,0,1,1,2,yes,1
47634,57635,F,NY,11375,113,15,11,24,171,195,2,0,2,0,0,0,0,0,no,0
47635,57636,M,NY,11518,115,5,5,15,221,236,1,0,1,0,0,0,0,0,no,1
47636,57637,F,PA,19104,191,21,17,26,208,234,2,1,0,0,1,0,0,0,no,1
47637,57638,F,NY,14222,142,69,29,100,292,392,9,4,0,3,1,0,1,0,no,0
47638,57639,M,MA,2190,219,15,5,54,139,193,5,1,0,3,1,0,0,0,no,0
47639,57640,M,NY,10516,105,39,7,112,137,249,11,4,0,4,3,0,0,0,no,1
47640,57641,F,NY,10308,103,31,9,60,212,272,5,2,1,0,0,0,0,2,no,0
47641,57642,F,MD,20904,209,23,9,39,255,294,3,1,0,0,1,0,1,0,yes,1
47642,57643,F,PA,19081,190,37,31,29,159,188,2,0,1,0,0,0,0,1,no,1
47643,57644,F,NY,10954,109,33,33,15,90,105,1,0,0,1,0,0,0,0,no,0
47644,57645,F,NY,10012,100,17,17,15,28,43,1,0,0,0,1,0,0,0,no,1
47645,57646,F,PA,19010,190,53,9,114,269,383,10,4,0,3,1,0,1,1,no,1
47646,57647,F,MA,2072,207,53,9,128,53,181,11,1,1,2,1,3,1,2,no,1
47647,57648,M,NY,10003,100,11,11,15,125,140,1,1,0,0,0,0,0,0,no,0
47648,57649,M,NY,11230,112,27,19,25,140,165,2,1,0,1,0,0,0,0,no,1
47649,57650,M,NY,11222,112,49,31,84,216,300,7,2,0,0,1,2,2,0,no,0
47650,57651,F,MD,21013,210,7,1,23,45,68,2,2,0,0,0,0,0,0,no,0
47651,57652,F,NJ,7920,792,7,1,25,171,196,2,0,0,2,0,0,0,0,no,1
47652,57653,F,NJ,8830,883,5,1,28,133,161,2,0,0,0,1,0,1,0,no,1
47653,57654,M,CT,6460,646,17,17,15,234,249,1,0,0,0,0,0,1,0,no,0
47654,57655,F,PA,19115,191,75,11,143,269,412,12,1,0,6,0,1,3,1,yes,0
47655,57656,M,MD,21227,212,23,15,25,149,174,2,1,0,1,0,0,0,0,no,1
47656,57657,M,NJ,7470,747,5,3,28,234,262,2,0,0,0,1,0,1,0,no,1
47657,57658,F,PA,19030,190,27,1,121,147,268,11,2,2,4,1,1,0,1,no,1
47658,57659,F,NY,11559,115,17,13,24,96,120,2,1,1,0,0,0,0,0,no,0
47659,57660,F,MA,1036,103,43,35,25,186,211,2,1,0,1,0,0,0,0,no,0
47660,57661,F,PA,19116,191,27,9,80,37,117,7,2,0,2,1,0,2,0,no,1
47661,57662,F,MD,21208,212,51,13,100,108,208,9,3,1,2,0,1,0,2,no,0
47662,57663,F,MA,2035,203,15,15,15,256,271,1,0,0,0,0,1,0,0,no,0
47663,57664,F,NY,11235,112,53,15,111,97,208,10,1,1,4,1,1,2,0,no,1
47664,57665,F,NY,13215,132,3,3,15,141,156,1,0,0,1,0,0,0,0,no,0
47665,57666,F,RI,2886,288,33,25,28,165,193,2,0,0,0,1,0,1,0,no,1
47666,57667,M,PA,19067,190,31,9,56,58,114,5,2,0,1,1,1,0,0,no,1
47667,57668,F,NJ,8753,875,11,11,15,184,199,1,0,0,1,0,0,0,0,no,0
47668,57669,M,PA,19038,190,9,9,15,165,180,1,0,0,1,0,0,0,0,no,0
47669,57670,F,NY,11746,117,21,1,101,158,259,8,0,1,0,4,1,0,2,yes,0
47670,57671,M,NY,12477,124,27,9,72,107,179,6,1,0,0,2,1,2,0,no,0
47671,57672,F,MA,1460,146,37,29,28,48,76,2,1,0,0,0,0,1,0,no,1
47672,57673,M,NY,11040,110,33,13,103,326,429,10,3,1,3,3,0,0,0,no,1
47673,57674,F,NY,11228,112,21,13,25,140,165,2,1,0,1,0,0,0,0,no,1
47674,57675,F,NJ,7502,750,39,9,142,277,419,12,0,2,8,0,2,0,0,no,0
47675,57676,M,PA,19006,190,13,13,15,194,209,1,0,0,0,0,1,0,0,no,1
47676,57677,M,PA,19115,191,39,11,75,175,250,6,2,0,0,1,0,1,2,no,0
47677,57678,F,CT,6770,677,9,9,15,289,304,1,0,0,0,0,0,0,1,no,1
47678,57679,F,DE,19807,198,15,15,15,204,219,1,1,0,0,0,0,0,0,no,1
47679,57680,F,MA,1742,174,21,13,34,150,184,3,1,0,0,1,0,1,0,no,1
47680,57681,F,NJ,8807,880,31,31,15,132,147,1,0,0,0,0,0,1,0,no,1
47681,57682,M,MD,21117,211,23,15,49,247,296,4,0,0,0,3,1,0,0,no,0
47682,57683,F,PA,19317,193,3,3,15,249,264,1,0,0,1,0,0,0,0,no,0
47683,57684,M,PA,19343,193,7,7,15,25,40,1,1,0,0,0,0,0,0,no,1
47684,57685,M,NJ,7039,703,23,3,120,272,392,10,4,0,2,0,0,2,2,no,0
47685,57686,M,NY,11757,117,29,27,27,258,285,2,0,0,0,1,1,0,0,no,0
47686,57687,M,NJ,8083,808,11,3,25,166,191,2,0,1,1,0,0,0,0,no,1
47687,57688,M,NJ,8083,808,57,13,133,289,422,11,3,0,1,2,0,1,4,no,1
47688,57689,M,MD,21222,212,49,15,73,227,300,6,0,0,2,2,1,0,1,no,0
47689,57690,M,PA,16125,161,5,5,15,59,74,1,0,0,1,0,0,0,0,no,1
47690,57691,F,PA,15213,152,13,13,15,282,297,1,1,0,0,0,0,0,0,no,1
47691,57692,M,PA,18914,189,15,15,15,15,30,1,0,0,0,0,1,0,0,no,1
47692,57693,M,NY,10580,105,5,5,15,73,88,1,0,1,0,0,0,0,0,no,1
47693,57694,F,NJ,7607,760,47,33,39,269,308,3,0,1,1,0,0,0,1,no,1
47694,57695,F,PA,15644,156,45,13,145,196,341,12,1,2,2,0,1,0,6,yes,1
47695,57696,F,NY,11379,113,1,1,15,231,246,1,0,1,0,0,0,0,0,no,1
47696,57697,F,NJ,7747,774,19,11,40,38,78,3,0,0,0,0,1,2,0,no,1
47697,57698,F,PA,15217,152,15,5,54,76,130,5,3,0,1,0,0,1,0,no,1
47698,57699,M,PA,15217,152,25,25,15,232,247,1,0,0,0,0,0,1,0,no,1
47699,57700,F,NJ,7043,704,23,21,25,255,280,2,0,1,1,0,0,0,0,no,1
47700,57701,F,MA,1923,192,37,23,39,231,270,3,0,0,1,1,0,1,0,no,1
47701,57702,M,NY,10023,100,63,13,121,175,296,11,2,1,3,2,1,1,1,no,1
47702,57703,F,MD,20906,209,13,11,27,239,266,2,1,0,0,0,1,0,0,no,1
47703,57704,M,NY,12405,124,11,9,28,71,99,2,1,0,0,0,0,1,0,no,1
47704,57705,M,NY,14216,142,17,15,29,267,296,2,0,0,0,1,0,0,1,no,0
47705,57706,F,NY,14080,140,25,21,29,44,73,2,0,0,1,0,0,0,1,no,1
47706,57707,M,NY,11367,113,35,33,26,139,165,2,1,0,0,1,0,0,0,no,1
47707,57708,M,PA,17339,173,15,11,28,27,55,2,0,0,1,0,0,1,0,no,1
47708,57709,F,NY,10583,105,21,13,28,247,275,2,1,0,0,0,0,1,0,no,0
47709,57710,F,NY,11581,115,9,9,15,160,175,1,0,0,1,0,0,0,0,no,1
47710,57711,F,NY,10033,100,39,31,27,136,163,2,0,0,0,0,1,1,0,no,1
47711,57712,F,NY,11557,115,29,21,51,216,267,4,1,0,1,0,1,0,1,no,1
47712,57713,F,MD,21213,212,25,17,26,78,104,2,0,0,1,1,0,0,0,no,1
47713,57714,M,PA,19087,190,39,11,125,329,454,11,2,1,3,1,1,0,3,no,1
47714,57715,F,NY,11362,113,1,1,15,220,235,1,0,0,1,0,0,0,0,no,0
47715,57716,F,NY,10931,109,45,7,89,106,195,8,1,2,2,1,0,2,0,no,1
47716,57717,F,DE,19701,197,31,13,70,155,225,7,3,1,3,0,0,0,0,no,0
47717,57718,M,PA,19468,194,37,31,33,64,97,3,2,0,1,0,0,0,0,no,1
47718,57719,M,PA,18702,187,9,7,26,186,212,2,0,0,1,1,0,0,0,no,1
47719,57720,F,PA,19131,191,57,11,94,202,296,8,1,0,5,0,1,0,1,no,0
47720,57721,M,CT,6604,660,11,11,15,243,258,1,0,0,0,1,0,0,0,no,1
47721,57722,M,NJ,7836,783,5,5,15,58,73,1,0,0,0,0,1,0,0,no,1
47722,57723,F,NJ,7508,750,19,1,45,275,320,4,1,1,1,0,1,0,0,no,0
47723,57724,M,NH,3865,386,13,11,29,141,170,2,0,0,0,0,1,0,1,yes,1
47724,57725,F,MA,1801,180,11,5,25,78,103,2,1,0,1,0,0,0,0,yes,1
47725,57726,F,NY,11230,112,9,9,15,290,305,1,1,0,0,0,0,0,0,no,0
47726,57727,F,NY,10022,100,9,9,15,224,239,1,0,0,0,1,0,0,0,no,1
47727,57728,F,MA,2173,217,41,11,105,312,417,9,2,0,2,1,2,1,1,no,1
47728,57729,F,DE,19952,199,59,11,104,203,307,9,5,0,1,0,0,2,1,no,1
47729,57730,F,PA,19124,191,15,15,15,246,261,1,0,0,1,0,0,0,0,no,1
47730,57731,F,NY,10462,104,13,11,25,15,40,2,1,0,1,0,0,0,0,no,1
47731,57732,M,CT,6109,610,29,11,48,191,239,4,0,1,2,0,0,0,1,no,1
47732,57733,F,RI,2920,292,25,25,15,28,43,1,1,0,0,0,0,0,0,no,1
47733,57734,F,NY,11783,117,21,17,25,256,281,2,0,0,2,0,0,0,0,no,0
47734,57735,F,NJ,8302,830,11,9,26,249,275,2,0,0,1,1,0,0,0,no,1
47735,57736,F,MD,21206,212,27,27,15,285,300,1,0,0,1,0,0,0,0,no,0
47736,57737,F,ME,4098,409,75,19,105,83,188,10,3,2,3,0,1,0,1,no,1
47737,57738,M,NY,11216,112,61,35,114,68,182,10,2,1,2,2,0,2,1,no,0
47738,57739,F,PA,19115,191,19,5,37,296,333,3,1,0,1,0,0,0,1,no,0
47739,57740,F,NJ,7730,773,49,9,127,209,336,11,1,1,3,1,2,2,1,yes,1
47740,57741,M,PA,18330,183,29,15,54,297,351,5,1,0,3,1,0,0,0,no,0
47741,57742,F,NY,10528,105,11,11,15,201,216,1,0,0,0,0,0,0,1,no,1
47742,57743,F,CT,6057,605,9,9,15,186,201,1,0,0,1,0,0,0,0,no,1
47743,57744,M,NJ,8055,805,13,13,15,208,223,1,0,0,0,1,0,0,0,no,1
47744,57745,F,NJ,7675,767,27,27,15,52,67,1,0,0,1,0,0,0,0,no,0
47745,57746,M,NJ,8034,803,23,5,44,47,91,4,1,0,1,2,0,0,0,no,1
47746,57747,F,ME,4064,406,15,15,15,117,132,1,0,0,1,0,0,0,0,no,0
47747,57748,M,CT,6850,685,85,15,145,87,232,12,4,0,1,2,1,1,3,no,1
47748,57749,M,NH,3103,310,29,9,89,86,175,7,0,0,3,1,0,0,3,no,1
47749,57750,M,NY,10520,105,53,25,70,198,268,6,0,2,1,2,0,0,1,no,1
47750,57751,M,PA,15215,152,35,11,83,170,253,7,1,0,4,1,0,0,1,no,1
47751,57752,F,MA,1945,194,13,13,15,229,244,1,0,0,0,0,0,1,0,no,0
47752,57753,F,NY,10011,100,29,5,85,146,231,7,2,1,0,0,1,1,2,no,1
47753,57754,F,NY,11725,117,9,9,15,204,219,1,0,1,0,0,0,0,0,no,1
47754,57755,F,MD,21219,212,15,7,25,89,114,2,0,1,1,0,0,0,0,yes,1
47755,57756,F,NJ,8028,802,11,7,29,233,262,2,0,0,0,1,0,0,1,no,1
47756,57757,F,NY,11385,113,57,15,95,126,221,9,2,2,3,0,1,0,1,no,1
47757,57758,M,PA,18966,189,55,11,139,326,465,12,3,0,4,0,0,1,4,no,1
47758,57759,M,PA,19333,193,13,13,15,148,163,1,0,0,0,0,0,0,1,no,0
47759,57760,M,NJ,8096,809,33,1,74,304,378,7,4,1,0,0,1,0,1,yes,1
47760,57761,F,CT,6002,600,21,21,15,23,38,1,0,1,0,0,0,0,0,no,1
47761,57762,F,NY,11756,117,13,13,15,29,44,1,1,0,0,0,0,0,0,no,1
47762,57763,F,CT,6410,641,15,11,29,33,62,2,0,0,1,0,0,0,1,no,0
47763,57764,M,NY,11572,115,27,9,61,19,80,5,0,0,1,1,2,1,0,no,1
47764,57765,F,PA,17032,170,13,9,28,212,240,2,0,0,1,0,0,1,0,no,1
47765,57766,M,NJ,8034,803,15,1,77,124,201,7,3,0,1,1,1,1,0,no,1
47766,57767,F,PA,19030,190,1,1,15,213,228,1,0,1,0,0,0,0,0,no,0
47767,57768,F,NY,11714,117,13,13,15,120,135,1,1,0,0,0,0,0,0,no,0
47768,57769,M,NJ,7601,760,27,15,51,131,182,4,0,0,0,3,0,0,1,no,0
47769,57770,F,NJ,8052,805,17,15,23,230,253,2,2,0,0,0,0,0,0,no,0
47770,57771,F,NY,11372,113,59,23,112,226,338,9,0,1,1,1,1,1,4,no,1
47771,57772,F,PA,19460,194,41,13,97,70,167,9,3,0,3,1,1,1,0,no,1
47772,57773,F,NH,3220,322,5,5,15,254,269,1,1,0,0,0,0,0,0,no,1
47773,57774,F,RI,2921,292,53,25,57,96,153,5,1,0,3,0,0,0,1,no,1
47774,57775,F,NY,11779,117,19,19,15,141,156,1,0,1,0,0,0,0,0,no,1
47775,57776,F,CT,6010,601,19,7,33,139,172,3,1,0,1,1,0,0,0,no,1
47776,57777,M,NJ,8021,802,7,7,15,223,238,1,0,0,0,0,1,0,0,no,1
47777,57778,F,NY,14052,140,21,7,38,56,94,3,1,0,0,1,1,0,0,no,1
47778,57779,M,MD,21117,211,13,9,29,300,329,2,0,0,0,0,0,1,1,yes,1
47779,57780,F,PA,19008,190,19,15,26,58,84,2,0,0,0,2,0,0,0,no,0
47780,57781,F,NY,10470,104,63,33,81,323,404,7,0,0,4,2,0,0,1,no,1
47781,57782,F,PA,19460,194,35,35,15,287,302,1,1,0,0,0,0,0,0,no,1
47782,57783,M,NJ,8054,805,13,11,25,158,183,2,0,0,2,0,0,0,0,no,1
47783,57784,F,NY,12570,125,13,11,25,8,33,2,0,1,1,0,0,0,0,no,1
47784,57785,F,DE,19808,198,3,3,15,40,55,1,0,0,0,1,0,0,0,no,0
47785,57786,M,NY,11706,117,19,19,15,76,91,1,0,1,0,0,0,0,0,no,1
47786,57787,F,MA,1129,112,25,19,28,208,236,2,0,0,0,1,0,1,0,no,1
47787,57788,F,MA,2127,212,67,15,137,75,212,12,1,3,2,1,2,1,2,no,0
47788,57789,F,NY,11754,117,53,15,72,264,336,7,2,2,2,1,0,0,0,no,1
47789,57790,M,PA,19333,193,39,33,29,199,228,2,1,0,0,0,0,0,1,no,1
47790,57791,F,MD,21202,212,21,7,58,201,259,5,0,3,0,0,1,1,0,yes,1
47791,57792,F,NY,11961,119,21,21,15,40,55,1,0,0,0,0,0,1,0,no,0
47792,57793,F,NY,11516,115,19,7,46,228,274,4,1,0,2,0,0,1,0,no,1
47793,57794,F,PA,19086,190,17,15,25,107,132,2,1,0,1,0,0,0,0,no,0
47794,57795,F,NJ,7095,709,43,11,103,245,348,9,2,0,3,1,0,1,2,no,0
47795,57796,F,NJ,7640,764,27,13,60,180,240,5,1,1,1,0,1,0,1,no,1
47796,57797,F,PA,19061,190,11,11,15,191,206,1,0,0,0,0,1,0,0,no,0
47797,57798,M,NJ,8512,851,61,15,143,241,384,12,1,1,1,2,3,1,3,no,1
47798,57799,F,MA,2633,263,7,7,15,151,166,1,0,0,1,0,0,0,0,no,0
47799,57800,M,PA,19406,194,5,5,15,285,300,1,0,0,0,0,0,1,0,no,0
47800,57801,F,PA,17013,170,9,9,15,82,97,1,0,1,0,0,0,0,0,no,1
47801,57802,F,VT,5401,540,17,13,25,149,174,2,0,1,1,0,0,0,0,no,1
47802,57803,F,NJ,7825,782,21,9,60,308,368,5,1,2,0,0,0,0,2,no,1
47803,57804,F,PA,19063,190,9,9,15,201,216,1,1,0,0,0,0,0,0,no,0
47804,57805,F,PA,19114,191,17,13,27,44,71,2,1,0,0,0,1,0,0,no,1
47805,57806,F,PA,19041,190,39,13,78,245,323,7,1,0,2,3,0,1,0,no,1
47806,57807,F,NY,12180,121,21,15,26,99,125,2,0,0,1,1,0,0,0,no,1
47807,57808,F,NY,10021,100,15,15,15,58,73,1,0,0,1,0,0,0,0,no,0
47808,57809,F,CT,6413,641,41,7,130,323,453,11,3,1,3,0,0,3,1,no,0
47809,57810,F,ME,4239,423,11,11,15,294,309,1,0,0,1,0,0,0,0,no,1
47810,57811,M,NJ,8873,887,67,11,130,36,166,11,4,0,1,2,2,0,2,no,1
47811,57812,F,NY,11710,117,13,13,15,107,122,1,0,0,1,0,0,0,0,no,0
47812,57813,M,MA,1510,151,19,13,29,231,260,2,0,0,0,0,0,1,1,no,0
47813,57814,M,PA,19380,193,21,13,24,105,129,2,1,1,0,0,0,0,0,no,0
47814,57815,F,MA,2134,213,9,9,15,131,146,1,0,0,0,0,0,0,1,no,1
47815,57816,F,MA,2067,206,15,15,15,31,46,1,1,0,0,0,0,0,0,no,1
47816,57817,M,NY,11581,115,17,7,54,198,252,5,2,0,2,1,0,0,0,no,0
47817,57818,F,NJ,7011,701,55,3,152,195,347,12,0,0,5,1,0,3,3,no,0
47818,57819,F,NJ,7922,792,5,5,15,59,74,1,0,0,1,0,0,0,0,no,0
47819,57820,F,NJ,7083,708,23,11,45,176,221,4,1,0,1,0,1,0,1,no,1
47820,57821,M,NJ,7675,767,25,11,47,266,313,4,1,0,0,1,0,2,0,yes,0
47821,57822,F,MA,2136,213,1,1,15,0,15,1,0,0,1,0,0,0,0,no,1
47822,57823,F,NY,11952,119,31,31,15,180,195,1,0,0,1,0,0,0,0,no,1
47823,57824,F,NY,12303,123,33,3,102,101,203,9,1,2,3,0,0,1,2,yes,1
47824,57825,M,PA,19116,191,39,11,88,166,254,7,0,0,1,3,0,1,2,no,0
47825,57826,F,NJ,7481,748,5,5,15,16,31,1,1,0,0,0,0,0,0,no,1
47826,57827,F,DE,19810,198,75,11,127,269,396,11,4,1,2,1,0,1,2,no,0
47827,57828,F,MA,1106,110,11,5,25,245,270,2,0,1,1,0,0,0,0,no,1
47828,57829,F,DE,19804,198,57,15,95,266,361,8,1,1,3,0,0,0,3,no,1
47829,57830,F,NY,11554,115,13,9,29,68,97,2,0,0,1,0,0,0,1,no,1
47830,57831,M,NY,14304,143,39,3,117,51,168,10,5,0,0,2,0,1,2,yes,1
47831,57832,F,NY,11412,114,63,15,127,146,273,11,1,2,3,1,0,1,3,yes,1
47832,57833,F,RI,2842,284,53,15,113,112,225,10,2,1,3,1,0,0,3,no,1
47833,57834,M,NJ,8021,802,31,13,83,25,108,7,1,0,2,1,1,1,1,no,1
47834,57835,F,NY,10314,103,37,31,27,124,151,2,0,0,1,0,1,0,0,no,0
